1,46,0,1
1,46,0,1
1,46,0,1
1,47,0,1
1,47,1,1
1,48,1,1
1,48,1,1
1,49,0,1
1,50,0,1
1,50,0,1
1,51,0,1
2,50,1,0
1,51,0,1
2,51,0,0
2,50,1,0
1,51,0,1
1,51,0,1
1,52,0,1
1,52,0,1
1,53,0,1
2,53,0,0
1,53,0,1
1,51,2,1
1,53,0,1
1,53,1,1
1,53,1,1
1,54,0,1
2,54,0,0
1,54,0,1
1,54,0,1
1,52,2,1
2,54,0,0
1,54,0,1
1,55,0,1
1,54,1,1
1,54,1,1
2,55,0,0
1,55,0,1
1,55,0,1
1,56,0,1
1,55,1,1
1,57,0,1
1,56,1,1
2,57,0,0
1,57,0,1
1,57,1,1
1,58,0,1
1,58,0,1
1,59,0,1
1,60,0,1
1,61,0,1
1,61,1,1
1,61,2,1
1,63,1,1
1,64,1,1
1,65,0,1
1,65,1,1
1,65,1,1
2,66,0,0
1,66,0,1
1,67,0,1
1,66,2,1
1,67,2,1
1,68,1,1
1,70,0,1
1,70,0,1
1,70,0,1
1,70,0,1
1,71,0,1
1,72,0,1
